nofinesset;nofinessej;rs;rslongue;numvoie;typvoie;voie;compvoie;lieuditbp;commune;departement;libdepartement;ligneachimenement;libcategetab;libcategagretab;codeape;codemft;libmft;codesph;libsph;ville
910000298;910110055.0;CENTRE HOSPITALIER DE LONGJUMEAU;CENTRE HOSPITALIER LONGJUMEAU;159.0;R;DU PDT FRANCOIS MITTERRAND;;;345.0;91;ESSONNE;91160 LONGJUMEAU;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;LONGJUMEAU
910000306;910110055.0;CH D ORSAY;CENTRE HOSPITALIER ORSAY;4.0;PL;DU GENERAL LECLERC;;;471.0;91;ESSONNE;91401 ORSAY CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ORSAY
910000314;910002773.0;CH SUD FRANCILIEN;CENTRE HOSPITALIER SUD FRANCILIEN CH LOUISE MICHEL;59.0;BD;HENRI DUNANT;;BP 85;174.0;91;ESSONNE;91106 CORBEIL ESSONNES CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CORBEIL ESSONNES
910000322;750062036.0;CH PERRAY VAUCLUSE;GROUPE PUBLIC DE SANTE PERRAY VAUCLUSE;;R;RIVOLI;;;216.0;91;ESSONNE;91360 EPINAY SUR ORGE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;EPINAY SUR ORGE
910000678;910002773.0;CTRE DE READAPT A CALMETTE DE YERRES;CTRE READP HDJ POST CURE ALBERT CALMETTE DE YERRES;1.0;R;DE LA GRANGE;;;691.0;91;ESSONNE;91330 YERRES;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;YERRES
910001973;910019447.0;CH DOURDAN ETAMPES SITE ETAMPES;CENTRE HOSPITALIER SUD ESSONNE DOURDAN SITE ETAMPES;26.0;AV;CHARLES DE GAULLE;;;223.0;91;ESSONNE;91152 ETAMPES CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ETAMPES
910008648;910110055.0;HDJ D ORSAY;HOPITAL DE JOUR D'ORSAY;44.0;R;DE PARIS;;;471.0;91;ESSONNE;91400 ORSAY;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ORSAY
910010669;910110055.0;HDJ LES COLOMBIERS;HOPISTAL DE JOUR  LES COLOMBIERS;7.0;AV;DU GAL LECLERC;;;477.0;91;ESSONNE;91120 PALAISEAU;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;PALAISEAU
910018423;910110055.0;CENTRE HOSPITALIER DE JUVISY SUR ORGE;CENTRE HOSPITALIER DE JUVISY SUR ORGE;9.0;R;CAMILLE FLAMMARION;;;326.0;91;ESSONNE;91260 JUVISY SUR ORGE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;JUVISY SUR ORGE
910019009;910002773.0;HDJ CAMINO;HOPITAL DE JOUR CAMINO;4.0;R;DAUPHINE;;;174.0;91;ESSONNE;91106 CORBEIL ESSONNES CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CORBEIL ESSONNES
910020254;910002773.0;CH SUD FRANCILIEN SITE JEAN JAURES;CENTRE HOSPITALIER NOUVEAU SUD FRANCILIEN;40.0;AV;SERGE DASSAULT;;;174.0;91;ESSONNE;91106 CORBEIL ESSONNES CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CORBEIL ESSONNES
910022706;910019447.0;CH ESSONNE DOURDAN ETAMPES SIT CORBEIL;CH SUD ESSONNE DOURDAN ETAMPES CHIRURGIE CANCERS UROLOGIQUES;40.0;AV;SERGE D ASSAULT;;;174.0;91;ESSONNE;91100 CORBEIL ESSONNES;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CORBEIL ESSONNES
910023415;910002773.0;HOPITAL DE JOUR CHSF EVRY;HOPITAL DE JOUR CHSF EVRY;9.0;COUR;BLAISE PASCAL;;;228.0;91;ESSONNE;91000 EVRY COURCOURONNES;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;EVRY COURCOURONNES
910110071;910110055.0;CH D'ORSAY DOMAINE DU GRAND MESNIL;CENTRE HOSPITALIER D'ORSAY DOMAINE DU GRAND MESNIL;2.0;R;CHARLES DE GAULLE;;;122.0;91;ESSONNE;91440 BURES SUR YVETTE;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BURES SUR YVETTE
910800986;910110055.0;MAISON DE CURE DE L YVETTE;MAISON DE CURE DE L YVETTE CH D ORSAY;3.0;R;GUY MOCQUET;;;471.0;91;ESSONNE;91401 ORSAY CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ORSAY
910806371;910110014.0;CENTRE DE MOYEN SEJOUR ARPAJON;MOYEN SEJOUR DU CENTRE HOSPITALIER D ARPAJON;;CHE;DE LA CROIX D EGLY;;;207.0;91;ESSONNE;91520 EGLY;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;EGLY
910811355;750026668.0;SCE HOSPITALIER FREDERIC JOLIOT;SERVICE HOSPITALIER FREDERIC JOLIOT;4.0;PL;DU GENERAL LECLERC;;;471.0;91;ESSONNE;91400 ORSAY;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ORSAY
910812569;910002773.0;HDJ CAMILLE CLAUDEL;HOPITAL DE JOUR CAMILLE CLAUDEL;1.0;R;JULES VERNE;;;657.0;91;ESSONNE;91270 VIGNEUX SUR SEINE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;VIGNEUX SUR SEINE
910812577;910002773.0;UNITE CLINIQUE J LACAN;UNITE CLINIQUE J LACAN;10.0;R;ROSSINI;;;691.0;91;ESSONNE;91330 YERRES;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;YERRES
920000569;920026374.0;CH RIVES DE SEINE SITE COURBEVOIE;CENTRE HOSPITALIER RIVES DE SEINESITE COURBEVOIE;30.0;R;KILFORD;;;26.0;92;HAUTS DE SEINE;92400 COURBEVOIE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;COURBEVOIE
920000577;920110020.0;CH DE NANTERRE;CENTRE HOSPITALIER DE NANTERRE HOP MAX FOURESTIER;403.0;AV;DE LA REPUBLIQUE;;;50.0;92;HAUTS DE SEINE;92014 NANTERRE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;NANTERRE
920000585;920026374.0;CH RIVES DE SEINE SITE NEUILLY S/SEINE;CH RIVES DE SEINE SITE NEUILLY SUR SEINE;36.0;BD;DU GENERAL LECLERC;;BP 79;51.0;92;HAUTS DE SEINE;92205 NEUILLY SUR SEINE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;NEUILLY SUR SEINE
920000593;920026374.0;CH RIVES DE SEINE SITE DE PUTEAUX;CENTRE HOSPITALIER RIVES DE SEINE SITE PUTEAUX;1.0;BD;RICHARD WALLACE;;;62.0;92;HAUTS DE SEINE;92800 PUTEAUX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;PUTEAUX
920000601;920110053.0;CH DEPARTEMENTAL DE STELL;CENTRE HOSPITALIER DEPARTEMENTAL STELL;1.0;R;CHARLES DROT;;;63.0;92;HAUTS DE SEINE;92501 RUEIL MALMAISON CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;RUEIL MALMAISON
920000619;920009909.0;CH DES QUATRE VILLES SITE ST CLOUD;CENTRE HOSPITALIER DES QUATRE VILLES;3.0;PL;SILLY;;;64.0;92;HAUTS DE SEINE;92210 ST CLOUD;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST CLOUD
920000627;920009909.0;CH DES QUATRE VILLES SITE SEVRES;CENTRE HOSPITALIER DES QUATRE VILLES;141.0;;GRANDE RUE;;;72.0;92;HAUTS DE SEINE;92310 SEVRES;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;SEVRES
920001369;920710654.0;SSR FONDATION ROGUET;CENTRE HOSPITALIER  FONDATION ROGUET;64.0;R;VILLENEUVE;;;24.0;92;HAUTS DE SEINE;92110 CLICHY;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CLICHY
920024205;920808037.0;SSR LES ABONDANCES;SOINS DE SUITE ET DE READAPTATION;49.0;R;SAINT DENIS;;;12.0;92;HAUTS DE SEINE;92100 BOULOGNE BILLANCOURT;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BOULOGNE BILLANCOURT
920029253;920009909.0;LBM CH QUATRE VILLES SITE DAILLY;LBM CH4V SITE DAILLY;35.0;R;DAILLY;;;64.0;92;HAUTS DE SEINE;92210 ST CLOUD;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST CLOUD
920170040;920110020.0;HDJ CASH DE NANTERRE;HOPITAL DE JOUR DU CASH DE NANTERRE;1.0;R;DU VIEUX PONT;;;50.0;92;HAUTS DE SEINE;92000 NANTERRE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;NANTERRE
920807294;920110020.0;CH DE NUIT LES GOULVENTS;FOYER DE POST CURE ET HOPITAL DE NUIT LES GOULVENTS;2.0;R;DES GOULVENTS;;;50.0;92;HAUTS DE SEINE;92000 NANTERRE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;NANTERRE
920809837;920110020.0;HDJ DE NANTERRE;HOPITAL DE JOUR DE MEDECINE;403.0;AV;DE LA REPUBLIQUE;;;50.0;92;HAUTS DE SEINE;92014 NANTERRE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;NANTERRE
920812872;920110020.0;CENTRE THOMAS LEMAITRE;CENTRE THOMAS LEMAITRE  SERVICE SOINS INFIRMIERS A DOMICILE;9.0;R;THOMAS LEMAITRE;;;50.0;92;HAUTS DE SEINE;92000 NANTERRE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;NANTERRE
920813599;920026374.0;HAD CENTRE HOSPITALIER RIVES DE SEINE;HOSPITALITSATION A DOMICILE CTRE HOSPITALIER RIVES DE SEINE;36.0;BD;DU GENERAL LECLERC;;BP 79;51.0;92;HAUTS DE SEINE;92205 NEUILLY SUR SEINE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;NEUILLY SUR SEINE
930000286;930021480.0;GHI LE RAINCY MONTFERMEIL;GROUPE HOSPITALIER INTERCOMMUNAL LE RAINCY MONTFERMEIL;10.0;R;DU GENERAL LECLERC;;;47.0;93;SEINE SAINT DENIS;93370 MONTFERMEIL;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;MONTFERMEIL
930000294;930021480.0;CTRE D MOYEN ET LONG SEJOUR LES ORMES;CENTRE GERIATRIQUE DEPARTEMENTAL DE MOYEN SEJOUR LES ORMES;13.0;PL;JEAN MERMOZ;;;47.0;93;SEINE SAINT DENIS;93370 MONTFERMEIL;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;MONTFERMEIL
930000302;930110036.0;CHI ANDRE GREGOIRE;CENTRE HOSPITALIER INTERCOMMUNAL DE MONTREUIL;56.0;BD;DE LA BOISSIERE;;;48.0;93;SEINE SAINT DENIS;93100 MONTREUIL;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;MONTREUIL
930000328;930110051.0;CH GENERAL DELAFONTAINE;CENTRE HOSPITALIER DE ST DENIS HOPITAL DELAFONTAINE;2.0;R;DU DR DELAFONTAINE;;BP 279;66.0;93;SEINE SAINT DENIS;93205 ST DENIS CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST DENIS
930000336;930110069.0;CHI ROBERT BALLANGER;CENTRE HOSPITALIER INTERCOMMUNAL ROBERT BALLANGER;;BD;ROBERT BALLANGER;;;5.0;93;SEINE SAINT DENIS;93602 AULNAY SOUS BOIS CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;AULNAY SOUS BOIS
930000351;750062036.0;GHU PARIS SITE NEUILLY SUR MARNE;GHU PARIS SITE NEUILLY SUR MARNE;3.0;AV;JEAN JAURES;;;50.0;93;SEINE SAINT DENIS;93330 NEUILLY SUR MARNE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;NEUILLY SUR MARNE
930706239;930110051.0;CH SAINT DENIS HOPITAL CASANOVA;HOPITAL CASANOVA DU CENTRE HOSPITALIER GENERAL DE SAINT DENI;11.0;R;DANIELE CASANOVA;;;66.0;93;SEINE SAINT DENIS;93205 ST DENIS CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST DENIS
940000573;940110018.0;CHI DE CRETEIL;CENTRE HOSPITALIER INTERCOMMUNAL DE CRETEIL;40.0;AV;DE VERDUN;;;28.0;94;VAL DE MARNE;94010 CRETEIL CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CRETEIL
940000599;940110042.0;CHI LUCIE ET RAYMOND AUBRAC;CHI LUCIE ET RAYMOND AUBRAC VILLENEUVE ST GEORGES;40.0;ALL;DE LA SOURCE;;;78.0;94;VAL DE MARNE;94195 VILLENEUVE ST GEORGES CEDE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;VILLENEUVE ST GEORGES CEDE
940007479;940016819.0;HDJ ALFORTVILLE EDOUARD VAILLANT;HOPITAL DE JOUR ALFORTVILLE EDOUARD VAILLANT;54.0;R;EDOUARD VAILLANT;;;2.0;94;VAL DE MARNE;94140 ALFORTVILLE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ALFORTVILLE
940016868;940016819.0;LES HOPITAUX DE SAINT MAURICE;LES HOPITAUX DE SAINT MAURICE RGPT ESQUIROL ST MAURICE;12.0;R;DU VAL D OSNE;;;69.0;94;VAL DE MARNE;94410 ST MAURICE;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST MAURICE
940020613;940016819.0;HDJ FONTENAY SOUS BOIS;HOPITAL DE JOUR FONTENAY S/BOIS;8.0;R;DE NEUILLY;;;33.0;94;VAL DE MARNE;94120 FONTENAY SOUS BOIS;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;FONTENAY SOUS BOIS
940020621;940016819.0;HDJ ALFORTVILLE LECLERC;HOPITAL DE JOUR ALFORTVILLE LECLERC;9.0;AV;DU GENERAL LECLERC;;;2.0;94;VAL DE MARNE;94140 ALFORTVILLE;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ALFORTVILLE
940020639;940016819.0;HDJ UN JOUR BLEU;HOPITAL DE JOUR UN JOUR BLEU;19.0;R;PASTEUR;;;22.0;94;VAL DE MARNE;94600 CHOISY LE ROI;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CHOISY LE ROI
940170111;940721400.0;HDJ LE PERREUX;HOPITAL DE JOUR POUR ENFANTS UDSM LE PERREUX SUR MARNE;49.0;AV;LEDRU ROLLIN;B;;58.0;94;VAL DE MARNE;94170 LE PERREUX SUR MARNE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;5.0;ARS établissements médico-soc. non financés dotation globale;;;LE PERREUX SUR MARNE
940808082;940110042.0;HDJ CHIV LUCIE RAYMOND AUBRAC;HOP DE JOUR CHIV LUCIE RAYMOND AUBRAC EX CHI VILLENEUVE;22.0;AV;GAMBETTA;;;78.0;94;VAL DE MARNE;94190 VILLENEUVE ST GEORGES;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;VILLENEUVE ST GEORGES
940808579;940110018.0;CTRE PREVENTION ALCOOL HENRI DUCHENE;CTRE DE PREVENTION ALCOOLIQUES HENRI DUCHENE CHOISY LE ROI;34.0;BD;DE STALINGRAD;;;22.0;94;VAL DE MARNE;94600 CHOISY LE ROI;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;CHOISY LE ROI
940812670;940110042.0;CENTRE FAMILIAL LUCIE R AUBRAC;CENTRE FAMILIAL CHIV LUCIE RAYMOND AUBRAC;40.0;ALL;DE LA SOURCE;;;78.0;94;VAL DE MARNE;94190 VILLENEUVE ST GEORGES;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;VILLENEUVE ST GEORGES
950000166;950013870.0;HOPITAL DE JOUR G07;HOPITAL DE JOUR G07;83.0;R;DE LA BARRE;;;197.0;95;VAL D OISE;95170 DEUIL LA BARRE;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;DEUIL LA BARRE
950000307;950110015.0;CH VICTOR DUPOUY;CENTRE HOSPITALIER;69.0;R;DU LT COLONEL PRUD HON;;;18.0;95;VAL D OISE;95107 ARGENTEUIL CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ARGENTEUIL
950000315;950110080.0;HOPITAL NOVO SITE BEAUMONT SUR OISE;HOPITAL NOVO SITE BEAUMONT (EX : CARNELLE PORTE DE L'OISE);25.0;R;EDMOND TURCQ;;;52.0;95;VAL D OISE;95260 BEAUMONT SUR OISE;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BEAUMONT SUR OISE
950000323;950013870.0;GHEM SIMONE VEIL SITE EAUBONNE;GROUPEMENT HOSPITALIER EAUBONNE MONTMORENCY - SIMONE VEIL;14.0;R;DE SAINT PRIX;;;203.0;95;VAL D OISE;95602 EAUBONNE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;EAUBONNE
950000331;950110049.0;CH GENERAL DE GONESSE;CENTRE HOSPITALIER GENERAL DE GONESSE;2.0;BD;DU 19 MARS 1962;;CS 30071;277.0;95;VAL D OISE;95503 GONESSE CEDEX;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;GONESSE
950000349;950110080.0;HOPITAL NOVO SITE MAGNY;HOPITAL NOVO SITE MAGNY (EX GHI DU VEXIN MAGNY);38.0;R;CARNOT;;;355.0;95;VAL D OISE;95420 MAGNY EN VEXIN;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;MAGNY EN VEXIN
950000356;950013870.0;GHEM SIMONE VEIL SITE MONTMORENCY;GROUPEMENT HOSPITALIER  EAUBONNE MONTMORENCY SIMONE VEIL;1.0;R;JEAN MOULIN;;;428.0;95;VAL D OISE;95160 MONTMORENCY;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;MONTMORENCY
950000364;950110080.0;CH NOVO SITE RENE DUBOS;CENTRE HOSPITALIER NOVO SITE RENE DUBOS;6.0;AV;DE L ILE DE FRANCE;;;500.0;95;VAL D OISE;95300 PONTOISE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;PONTOISE
950000695;950110080.0;HOPITAL NOVO SITE ST MARTIN DU TERTRE;HOPITAL NOVO SITE SAINT MARTIN DU TERTRE;10.0;ALL;DE LA FONTAINE AU ROY;;;566.0;95;VAL D OISE;95270 ST MARTIN DU TERTRE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ST MARTIN DU TERTRE
950000703;950500041.0;CH LE PARC;;;CHE;DES AUMUSES;;;607.0;95;VAL D OISE;95150 TAVERNY;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;TAVERNY
950004317;950110080.0;CATTP HOPITAL NOVO BEAUMONT SUR OISE;CENTRE D ACCUEIL THERAPEUTIQUE A TEMPS PARTIEL;7.0;R;LEON GODIN;;;52.0;95;VAL D OISE;95260 BEAUMONT SUR OISE;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;BEAUMONT SUR OISE
950006619;950110015.0;CENTRE DE JOUR DU FIEF;;45.0;R;DU FIEF;;;18.0;95;VAL D OISE;95100 ARGENTEUIL;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ARGENTEUIL
950006668;950110049.0;HDJ ARNOUVILLE;HOPITAL DE JOUR  ARNOUVILLE;66.0;AV;DE LA REPUBLIQUE;;;19.0;95;VAL D OISE;95400 ARNOUVILLE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;ARNOUVILLE
950006718;950110049.0;HDJ DE GONESSE;HOPITAL DE JOUR;;R;DE L HOTEL DIEU;;;277.0;95;VAL D OISE;95500 GONESSE;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;GONESSE
950015297;950110049.0;HDJ SARCELLES;HOPITAL DE JOUR DE SARCELLES;66.0;AV;MAX DORMOY;;;585.0;95;VAL D OISE;95200 SARCELLES;Centre Hospitalier (C.H.);Centres Hospitaliers;;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;SARCELLES
950015347;950110080.0;HDJ DOMONT HOPITAL NOVO;HOPITAL DE JOUR DOMONT HOPITAL NOVO;8.0;ALL;NORMANDE;;;199.0;95;VAL D OISE;95330 DOMONT;Centre Hospitalier (C.H.);Centres Hospitaliers;8621Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;DOMONT
950015362;950110080.0;CATTP DOMONT HOPITAL NOVO;CENTRE D ACCUEIL THERAPEUTIQUE HOPITAL NOVO - TEMPS PARTIEL;8.0;ALL;NORMANDE;;;199.0;95;VAL D OISE;95330 DOMONT;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;DOMONT
950015404;950110080.0;CMP HOPITAL NOVO SITE SITE DOMONT;CMP HOPITAL NOVO SITE SITE DOMONT;8.0;ALL;NORMANDE;B;;199.0;95;VAL D OISE;95330 DOMONT;Centre Hospitalier (C.H.);Centres Hospitaliers;8610Z;3.0;ARS établissements Publics de santé dotation globale;1.0;Etablissement public de santé;DOMONT
